Source,Target,weight
ErinBurnett,bravehart60,1.0
HillaryforNV,barbls23,1.0
gqforbes,Mich4Trump,1.0
ThomasBernpaine,MariaVieito,1.0
stephencbishop,TomOviattJr,1.0
dr_chris_jones,Cheri_Kentucky,1.0
armpp10044,deejohnston53,1.0
_HankRearden,mercier_mike,1.0
WorldForBernie,C_Truth_,1.0
ipox77,Classic_Archaic,1.0
People4Bernie,Jamiesanssuchan,1.0
SymoneDSanders,princess2684720,1.0
KLSouth,Thursday2016,1.0
SoniaPennell,cindiperez48,1.0
CNBCi,brubernu,1.0
LaborForBernie,hunkaberninlove,1.0
Retrogirl01,lynn_weiser,1.0
Kevinhforjust,DJROBBZ_BLOG,1.0
wilw,AndrewCicchetti,1.0
Bernie4prezclip,mrsgordon586,1.0
the3star2nr,Women4BernieTX,1.0
DefendingtheUSA,LAgirlrebelyell,1.0
ABswl15,Meemie24,1.0
DanScavino,riwired,1.0
BernRevolution,vihleee,1.0
Nola4Bernie,Arslan8830,1.0
lucasbros,MontriciaHubba1,1.0
HeatherMatarazz,Shadow_star_blu,1.0
RoseAnnDeMoro,meetnpatatas,1.0
USMCLiberal,ProGloCommons,1.0
CallawayBOT,sayarita,1.0
MeshelMichele,isaiahsvision,1.0
EnviroNewsTV,dawn_ley,1.0
Jacob_B_Shaver,berniebabe2016,1.0
nealgoswami,FuentesBeatrice,1.0
bernreport,technosociofile,1.0
PJStrikeForce,147DW,1.0
marcorubio,GOPtoday,1.0
JohnBerman,zachhaller,1.0
GlennHeiser,dawn_ley,1.0
CajunKangaroo,debbietexaslg,1.0
cclaypoole,stillwaters711,1.0
NyniaChance,veggietrunks,1.0
MAHAMOSA,sezzhuu,1.0
cheyannecouv,georgefayner,1.0
novenator,jjsattorney,1.0
MMFlint,technosociofile,1.0
KamVTV,Columbus2382,1.0
BerniesHomie,noreallyhowcome,1.0
Junebug1952,osPatriot,1.0
YoBenCohen,ALforBernie,1.0
YoBenCohen,coffeeshoprowan,1.0
jenny_nalley,BringMeCalliope,1.0
docftw33,11papyrus11,1.0
MisterDavenport,tkaraman,1.0
FrankLuntz,Sl1meDragon,1.0
chriskyleband,lilmomma43420,1.0
BernieSanders,Socrates090,1.0
immigrant4trump,mommanurse1,1.0
SharonKyle00,JJMCCABE2,1.0
Libertea2012,tates5a,1.0
cascamike,angloshok,1.0
azblonde2015,Hitlery_Cuntoon,1.0
MeshelMichele,PenalopeH,1.0
TheBernReport,cdubgma,1.0
Mustang_Jenny,Mferris67,1.0
GlennHeiser,jenny_nalley,1.0
Sho_How,5thdimdreamz,1.0
joe___nelson,RobertKoche,1.0
rafealcuzr66,spubu2,1.0
CNNPolitics,NoBigGovDuh,1.0
TheSolarSpirit,evolved_deb,1.0
Bernie_Facts,bluebonnetfield,1.0
jhutch1992,BernieBuddy16,1.0
BerniesHomie,Kcrner,1.0
LivingOnChi,StopMeltdown,1.0
tamarakeithNPR,k_devi,1.0
HeatherMatarazz,BringMeCalliope,1.0
immigrant4trump,UTHornsRawk,1.0
TeenForBernie,HarryGodwinson,1.0
fronsworth,zazahan1,1.0
CNBCi,7SeasRecords,1.0
DiamondandSilk,KimHarm63660098,1.0
LilBernieTweets,mrsgordon586,1.0
_Proud_American,nakclahan,1.0
slone,wyoming4trump,1.0
Tea4Freedom,FoxNewsJunkie01,1.0
MfischerF7,Bernie11901,1.0
TODAYshow,ClassySnobbb,1.0
HillaryClinton,msn00100msms,1.0
docmks,ManMet80,1.0
KyleTaylorLucas,Henry111194,1.0
missynorris411,CashBama,1.0
ND4Bernie,MalyndaNyc,1.0
angeloftruth11,ShellyKennisto1,1.0
azblonde2015,debbietexaslg,1.0
TammyKosiancic,rockportbasset,1.0
DanScavino,Born2RunJosh,1.0
AppSame,LNCParker,1.0
rescuetracker81,debbietexaslg,1.0
PPact,NewJerseyB,1.0
MagicNinjadamus,TrumpLouisiana,1.0
FreddyLawrence1,SRottenberg,1.0
Libertea2012,teabagersrmoron,1.0
DanScavino,drunk8_leg,1.0
DonaldJTrumpJr,makriv,1.0
Latinos4Bernie,pr1nc355bttrcup,1.0
Destinbeach22,queengost,1.0
joe___nelson,mbelaze,1.0
steph93065,DrGarnicus,1.0
BPolatseck,rose10052,1.0
Aspiring_ESQ,Roberta1836,1.0
LibertyUSA1776,lynn_weiser,1.0
mjc5549,boushdag,1.0
MMFlint,dowd_lauren,1.0
relombardo3,KyraMoore1964,1.0
LaborForBernie,FuentesBeatrice,1.0
elizadushku,Alex_Jitaru,1.0
aaSANDesign,Lizbethjoy,1.0
DanScavino,LindaSuhler,1.0
NicholsUprising,Oreve671,1.0
lucasbros,JenniferSchere,1.0
realDonaldTrump,PastorOmayra,1.0
RickCanton,Cory_1077,1.0
ProjectBernie16,RosanderJohan,1.0
NewyorkWeissman,Wriseup,1.0
Brains4Bern,Jamiesanssuchan,1.0
Trumpwall2016,GinoTheBeagle,1.0
CharlesMBlow,nsw43,1.0
JessicaSueSmith,SusanMaylone,1.0
BernieSanders,DarwinOntwit,1.0
RockMetalKittyX,KevinCrabtree1,1.0
ProjectBernie16,Trisha_Tahmasbi,1.0
LodgeTobias,RobertKoche,1.0
jsalsman,Commander998381,1.0
GOPforSanders,HowitzerDoogie,1.0
panegron,nancyhighlands7,1.0
AshtonKirsch,SherredEllen,1.0
feelthebernorg,BearcatsForBern,1.0
marcorubio,BettinaVLA,1.0
IAStartingLine,Africanfighter,1.0
SCJMikeB,Jennife30635376,1.0
MarkRuffalo,Pinefeather14,1.0
Colorado4Bernie,reesworld1,1.0
NyniaChance,Say_Non_Now,1.0
Sytharix,sanmay44,1.0
unetomaterouge,BLACKFLAGchi,1.0
feelthebernorg,theocintric,1.0
sandyaschneider,LRbullies,1.0
sadowski23,NickDMoody,1.0
MAHAMOSA,rafie281,1.0
DefendingtheUSA,sowtrout,1.0
LiberatedCit,BarbMuenchen,1.0
TexasForBernie,NJ4Bernie2016,1.0
RoseAnnDeMoro,Women4Bernie,1.0
GRForSanders,Adampdx,1.0
CupadaBalls,JamesSheaiv,1.0
CupadaBalls,panpride99,1.0
MMG_411984,EmmaSegasture,1.0
Women4Bernie,EnvyMeGreatly,1.0
PauseNet,hardwork_010,1.0
CNNPolitics,rosiebudpisces,1.0
TeamMarcoCO,SheilaWagner19,1.0
People4Bernie,MsNonoESQ,1.0
jaflowers2,Bernie45thPOTUS,1.0
jamieleecurtis,marcylauren,1.0
tlfiegen,virginia4bernie,1.0
HeatherMatarazz,Keoft,1.0
VoteBernie2016,Malavin01,1.0
People4Bernie,tizutyan,1.0
k_devi,ktnicoll87,1.0
DeePort28,Vote4HEROES,1.0
Raleighgal64,the_fire_berns,1.0
MLK_MPLS,MykelBeyotch,1.0
DarrenJJordan,guthrie_kelley,1.0
jakedagel,Freedom4Dummies,1.0
BernieSanders,morganisaginger,1.0
NurseJanIAm,Hedge_Shot,1.0
People4Bernie,abveggie44,1.0
CaccioppoliMike,tates5a,1.0
healthandcents,LanceSilver1,1.0
NyniaChance,IamIDenver,1.0
Leahvukmir,TeamMarcoIA,1.0
People4Bernie,pontiph,1.0
jensan1332,SMolloyDVM,1.0
frairemalissia1,AndrewsHarley,1.0
DefiningAmerica,NewyorkWeissman,1.0
arizonasanders,emmadra,1.0
Billright50,TmontDk,1.0
GoJamielsLawGo,PatrickAnna,1.0
docftw33,JSithavady,1.0
YoBenCohen,SubyWill,1.0
LivNow,JasonsGrandpa,1.0
BernieISONFIRE,evehnyc_eve,1.0
YoBenCohen,loose_shorts,1.0
BernieSanders,coralteach,1.0
jesshop23,SandyPierce,1.0
TheBernReport,HumiennyPam,1.0
PJStrikeForce,pdjf1,1.0
USAforBernie,Wriseup,1.0
SEI4BS,justgrateful,1.0
Libertea2012,PittsBern,1.0
SusanSarandon,CITIZNWARRIOR,1.0
johnpatrickgle4,YugeJets,1.0
calebhazelwood,schticknic,1.0
BerniesHomie,HootnanyHill,1.0
FoxNews,2ward4ward,1.0
hsvforbernie,Malavin01,1.0
the_intercept,SueUvino,1.0
Women4Bernie,NancyGaldeano,1.0
CNNnewsroom,stormtrooper07,1.0
JackieSierFaith,saforbernie,1.0
ipox77,bluegrasshaze,1.0
poohsbrana,NeilYoungSaveUs,1.0
eelawl1966,HarryGodwinson,1.0
brendan_hines,zaroonrkhan,1.0
Puttcarp,SEI4BS,1.0
ChiariGirl357,LA_Crystal,1.0
jenilynn1001,amperg33,1.0
boushdag,nancyhighlands7,1.0
hume712,lorrik24,1.0
KatiePavlich,HaroldKelleyJr2,1.0
KReady997,snoozinglion1,1.0
NyniaChance,BerniesBros,1.0
k_devi,Campaign4Bernie,1.0
_Julio_Caesar,marilynwinders,1.0
QuinnDaGhost,flashbackpuppy,1.0
RichardJSunkle,MrMosis,1.0
naternot,LdyGuin,1.0
thehill,Artist_Laura,1.0
DefendingtheUSA,ninja_kach,1.0
ProjectBernie16,JohnCzer1,1.0
yaboyberniesand,MixedPancake,1.0
williamecurley,Bernie_Quotes,1.0
teka21bat,jauresian,1.0
MoveOn,sintanica,1.0
IAStartingLine,xdelmar59,1.0
gqforbes,early_kenneth,1.0
azblonde2015,mesiaindo,1.0
johnwerneriii,Annposter1,1.0
LookOhShiny,politicalcomic,1.0
cspan,OlgaSixta,1.0
Latinos4Bernie,maxrafaelwaller,1.0
Women4Bernie,DJROBBZ_BLOG,1.0
IthacaForBernie,truthglow,1.0
SymoneDSanders,ProGloCommons,1.0
Latinos4Bernie,Konducta4LFE,1.0
SiCarswell,res0xhdb2,1.0
ND4Bernie,for_bernie,1.0
BernieSanders,Urza83,1.0
lynn_weiser,cajun032759,1.0
cidelson,j_lajara,1.0
BerniePride,AliasHere,1.0
NewyorkWeissman,markpintoart,1.0
DanScavino,pennybishop16,1.0
IanMolony,UberPSDavid,1.0
Frances_Fisher,melaniesdavis,1.0
JJBoomBoom1776,NRodibaugh,1.0
SiCarswell,sueday1970,1.0
Libertea2012,spandakolis22,1.0
BernieSanders,SAL636,1.0
The_Trump_Train,PennyHicks13,1.0
Michelle_Kleppe,sarahtimmerman,1.0
Sanders4Potus,Spill_Erix,1.0
ChuckNellis,JackieJackielg,1.0
LiberalLaTchr,Katlaya,1.0
los001979,SharonWilcox13,1.0
Ninma_,JonBanquer,1.0
trumpy17,angeloftruth11,1.0
TrippSteve,lwest16,1.0
ErinBurnett,zoeziz,1.0
jstines3,wtony_tony,1.0
shanevanderhart,kerrhome,1.0
TweetingYarnie,2016FeelTheBern,1.0
JaredWyand,gawrite,1.0
TeamBernieNY,j_lajara,1.0
love_icydelight,woitekj,1.0
Reuters,DenisePouchet,1.0
JohnDrogin,Tab1791,1.0
BernieTeachers,JSithavady,1.0
LaborForBernie,disler_frank,1.0
CNN,BernieSanderss4,1.0
DefendingtheUSA,jjadamsny888,1.0
CallawayBOT,DesmoNYCLMT,1.0
thehill,JanieceStaton,1.0
EricTrump,sharonDay5,1.0
shipman96,pontiph,1.0
teed_chris,cottsala_gladys,1.0
SkyNetWatching,skynetwatching3,1.0
CruzinAhead,Sclark4273,1.0
arizonasanders,cann4ing,1.0
NationalNurses,chic61dotcom,1.0
slone,REPUBL_I_CAN,1.0
ernieHHI,WendyJFluga28,1.0
JohnGGalt,GreatArtiste45,1.0
HVACSALESPRO,sheilasheila58,1.0
NCForBernie,dudefindthebox,1.0
panegron,Brains4Bern,1.0
GRForSanders,evolved_deb,1.0
JohnGGalt,Faye0226,1.0
thpuzzler2,MikeMusky427,1.0
JustinBamberg,maxrafaelwaller,1.0
YugeMilo,clark7950,1.0
mitchellvii,jcoralpark,1.0
DefiningAmerica,antisocialista,1.0
rebeleyeball,TreesDanceAlone,1.0
newamericanmorn,GonzaalezCamilo,1.0
BernieBrigade,Cats_for_Bernie,1.0
Bernie4PresUSA,VoicesDementia,1.0
jt4congress2016,EyeGloArts,1.0
SusanSarandon,billiebrown41,1.0
realDonaldTrump,lilmomma43420,1.0
realDonaldTrump,riwired,1.0
vivabernie,ArrogantArahant,1.0
enzerukristin,Tech_Movie_Nerd,1.0
Samstwitch,marytillie,1.0
huckabee4me,georgehenryw,1.0
lynn_weiser,LynnMoo37618860,1.0
MMFlint,seksi,1.0
jbspharmd,Lenafreed,1.0
heykerrieannn,RayFoss2,1.0
Indiana4Bernie,krkhoury,1.0
laughingcat2016,4anniereilly,1.0
LandmanMarius,jmdonsi,1.0
TylerRN0705,inkrunirma,1.0
ASwoyer,Billright50,1.0
FreddyLawrence1,NewJerseyB,1.0
ABCPolitics,hckysnyder,1.0
KimNorvellDMR,otakuproxy,1.0
Illinois4Bernie,GENX4Bernie,1.0
RockMetalKittyX,52311b55a20c482,1.0
Nick95B,WalterCallahan1,1.0
ireneberns,nana_mo_Amelika,1.0
DiamondandSilk,BringTheFlag,1.0
MarkPontius,NancyGaldeano,1.0
CultusMusicorum,cfcpac,1.0
lucasbros,_rnizuki_,1.0
ATHOMEActivism,velvetrev,1.0
PJStrikeForce,studridergxsr,1.0
10thAmendment,AliceDornan,1.0
IvoryDove,spubu2,1.0
GilTPolitics,mkh531,1.0
Ohhhh56696695,mjc5549,1.0
_CFJ_,JVER1,1.0
Women4Bernie,groggygirl85,1.0
_HankRearden,Lisa_Luerssen,1.0
WoobieTuesday,ganter91,1.0
MmmBob,EmmaSegasture,1.0
Trumptbird,IndeCardio,1.0
LaborForBernie,MeaSongbird,1.0
DefiningAmerica,NurseJanIAm,1.0
DYERsituation_,lasbillreif,1.0
HouseCracka,gcain63,1.0
BOSSYtxmar55,Amberis4LSU,1.0
CNBCi,bassomar_omy,1.0
chelseakcarrier,Pie_SocialMedia,1.0
GuerrillaDems,staceycomfort,1.0
MarkPontius,mierdakansada,1.0
JaredWyand,aliwojo19,1.0
lucasbros,Mimzy122,1.0
joshsmith,PittsBern,1.0
BernieSanders,jamesmarie33,1.0
novenator,ireneberns,1.0
AtBestIsKorny,lorriesterling,1.0
immigrant4trump,Annposter1,1.0
docftw33,GlobalWeirding,1.0
IngrahamAngle,Trump_Supporter,1.0
theAlexHanson,adlangston75,1.0
PlaysTrumpCard,greetandtweet,1.0
thehill,TrumpUntamed,1.0
Kev_B_Morrison,muwanguzi_nuru,1.0
lorriesterling,estru1226,1.0
asdhyatgsfhuho1,YugeTrumpnado,1.0
ANGELORAPHAELO,CrestonQ,1.0
Morning_Joe,woodseysmith,1.0
AndrewCicchetti,princess2684720,1.0
steph93065,conservinews,1.0
wilw,veggietrunks,1.0
HillaryforNH,Rteefact,1.0
TopBrahmanism,RaySlamb,1.0
shipman96,YgaelT,1.0
TrumpMyPres,eggsprechuns1,1.0
LenaTillett,ofccadjust,1.0
ThisWeekABC,attorney22330,1.0
Ricky_Vaughn99,erica4ou,1.0
the_intercept,DarwinOntwit,1.0
bluegrasshaze,neaner069,1.0
TIMENOUT,DocBarry1,1.0
DavidKWilliams,BTMhockye,1.0
Libertea2012,Tehelmin,1.0
johnnyreb1864,MencarelliTim,1.0
Mustang_Jenny,michaelbeatty3,1.0
MollieDanielle3,marcorubio,1.0
mitchellvii,MercyL0V3,1.0
ThePatriot143,azblonde2015,1.0
AngryVoters,brokencarpenter,1.0
YugeMilo,americastrong01,1.0
MoniQueMoniCat,GreyRider6,1.0
flitedocnm,RebeckaJustice,1.0
KohrAndrew,kujo71,1.0
ResistTyranny,ZenaMorse,1.0
FL4TRUMPDOTCOM,erindschmitt66,1.0
MsNonoESQ,Sistas4Bernie,1.0
jaycamikenGL,DriggersJudy,1.0
eelawl1966,meetnpatatas,1.0
BernieSanders,IgoHAMnCHZ,1.0
iheartbernie,DannysDarling,1.0
bernie4prezzz,bassomar_omy,1.0
abbynicole1123,Casey_Clemmons,1.0
AVoiceForUSA,americastrong01,1.0
billclinton,punjabimodern1,1.0
SusanSarandon,wvu4bernie,1.0
KevinRSchroeder,americastrong01,1.0
OldLinePatriot,EvelynGarone,1.0
KroegerIA01,Berninitup,1.0
TeresaC85469500,serenity82108,1.0
LoriSums,OHenryHernandez,1.0
JaredWyand,tymadisonmom,1.0
RoseAnnDeMoro,MsNonoESQ,1.0
BerniesHomie,rubisaiyan,1.0
EnviroNewsTV,swirlgyrl,1.0
icareeguns,w_turley,1.0
jrzygirlinfla,MiaMoe88,1.0
TweetTheBern,IgoHAMnCHZ,1.0
BerniesHomie,RobertKoche,1.0
Rapcon,Big_Ahlers,1.0
Jeremy6820,LodgeTobias,1.0
chelseakcarrier,urbine81,1.0
CaliForBernie,ireneberns,1.0
IAStartingLine,DumpChumpTrump,1.0
StrengthenTheUS,Baginski3927,1.0
EricTrump,thpuzzler2,1.0
DefiningAmerica,AdamNGuy,1.0
LivNow,rumfolo,1.0
People4Bernie,RoseAnnDeMoro,1.0
Saint_Obama,JVER1,1.0
bluedgal,damonbethea1,1.0
theAlexHanson,weath110,1.0
RealJamesWoods,yesdog1942,1.0
Laneybaby004,Scrufey21,1.0
k_devi,graygoods,1.0
iowacruzgirl,JVER1,1.0
YahooNews,Guardian_Elite,1.0
philmonaco67,IndeCardio,1.0
ABswl15,Fairshare2012,1.0
teed_chris,Gypsydragup,1.0
CalebHowe,ImpressionsofTX,1.0
ThePatriot143,RNRMaryland,1.0
cpellegrino1221,TeamBernieNY,1.0
gdebenedetti,Vote4HEROES,1.0
jfkliveswithin,the_judge,1.0
chriskyleband,winegirl73,1.0
GuerrillaDems,nayasala,1.0
FrankLuntz,t_post7,1.0
stevesmithis,VeryVeriViral,1.0
CaliForBernie,salvadormom,1.0
AidanKing_,NancyRog11,1.0
stanlwilliams,Vote4Mayor2019,1.0
foxandfriends,Sari_Swensen,1.0
elizadushku,frespiritd1,1.0
SharetheBern,ireneberns,1.0
debdew2,CtBrokerRoks,1.0
JJMCCABE2,wcgirl1,1.0
dovorah001,residentfFL,1.0
dmrcaucus,KimNorvellDMR,1.0
Libertea2012,Henry111194,1.0
cclaypoole,DenisePouchet,1.0
HispanicsTrump,tonynausetbeac1,1.0
Trump2016C,whatzzhername,1.0
eelawl1966,Original_Maven,1.0
People4Bernie,carlos_thinks,1.0
Christians4HRC,damonbethea1,1.0
CNNPolitics,Africanfighter,1.0
GRForSanders,PositivelyCanDo,1.0
JohnGGalt,ispytexas,1.0
icareeguns,constitutionguy,1.0
newamericanmorn,BLACKFLAGchi,1.0
IngrahamAngle,wallen_jeanine,1.0
Sanders4Potus,fortcavins,1.0
Ricky_Vaughn99,Funny_Girl_1956,1.0
Canada4Bernie,morerye,1.0
NicholsUprising,Bernlennials,1.0
tonyscalise,AnneAbsalom,1.0
Manni_syd,saskamare,1.0
DanScavino,MarcielleYoung,1.0
ND4Bernie,eduloanrevolt,1.0
HouseCracka,BentleyforTrump,1.0
Skyneye,yourockrussell,1.0
DogoodII,UTHornsRawk,1.0
StrengthenTheUS,TrumpBMA1988,1.0
IAmCaraMcClure,Arquemada,1.0
neaner069,HowardIRubin,1.0
NyniaChance,paastiche,1.0
YugeMilo,StewartDorinda,1.0
nepafortrump,DonnaMac76712,1.0
TheNewDeal,DenisePouchet,1.0
HillaryforNV,Roberta1836,1.0
GRForSanders,banjojazz108,1.0
azblonde2015,bobnmarge,1.0
damonbethea1,Wary12,1.0
mayaharris_,Red_Sox_Fan777,1.0
leatherneck111,mightyones1968,1.0
DefiningAmerica,jrbaltmd57,1.0
CNN,billiebrown41,1.0
Morning_Joe,sebb23,1.0
LindaSuhler,JoeFlor56872256,1.0
rosevine3,montego712,1.0
MaryBeforeJane,broncoskolar,1.0
corinew77,cook_robert_l,1.0
DarleneHBrook,THETXEMBASSY,1.0
joanwalsh,bluedgal,1.0
elizadushku,jkrupkin26,1.0
jenilynn1001,Linda_2008,1.0
People4Bernie,kodaktyl,1.0
Moira1987,RickPerry45th,1.0
LGBTforBernie,Campaign4Bernie,1.0
TRUMPHIANT2016,YocumElaine,1.0
KLSouth,SSReaney,1.0
MMFlint,Gbonbon13,1.0
Carolde,LucySullivan888,1.0
laguna4bernie,DUH4Healthcare,1.0
TeenForBernie,Alejand29284203,1.0
slizabethemith,tates5a,1.0
Jordan_OHIO,IrishGypsy420,1.0
YugeMilo,wallen_jeanine,1.0
KimHarm63660098,Mikerollin3,1.0
SweetFreedom29,JPorhola,1.0
EricTrump,RepublicanMvmnt,1.0
trendingsohard,ranzo151,1.0
WorldForBernie,GuenPage,1.0
billmckibben,devicemag,1.0
MarkRuffalo,rafie281,1.0
brownryan6,residentfFL,1.0
MeshelMichele,Youxia88,1.0
EricTrump,tpicard2,1.0
MoobyGoldenCalf,maxrafaelwaller,1.0
brendan_hines,shipman96,1.0
KodiGaddis,BerniePride,1.0
BernieSanders,WillKaiser83,1.0
GRForSanders,pink_cadillac,1.0
shrewst,BethCol77455974,1.0
WayneDupreeShow,idesignwis,1.0
KimMoor20918476,Laneybaby004,1.0
ThePatriot143,betseyross,1.0
ProjectBernie16,IL_for_Bernie,1.0
RBPundit,rose10052,1.0
tlfiegen,BlazePhoenix_,1.0
RickSantorum,StGiannapray4us,1.0
ABCPolitics,bja222,1.0
TroutMaskReplca,broncoskolar,1.0
RogerJStoneJr,e_monsendo,1.0
BernieSanders,melissaS130,1.0
_Julio_Caesar,evsmanufact,1.0
Bernie2016tv,jthomson4bernie,1.0
ErinBurnett,Born2RunJosh,1.0
AidanKing_,MizRacy,1.0
JaredWyand,MaryintheMntns,1.0
FeelTheBernTV,TheresaSchroe14,1.0
Iowa4Bernie,gortsf,1.0
KimHarm63660098,jojoh888,1.0
jodalatour,LifeforceVibes,1.0
ThePatriot143,josepharmagh,1.0
garyinlv01,deekelly4,1.0
DanScavino,Redheadedbird,1.0
People4Bernie,vgnsocjust,1.0
Hillary2016Pres,marcylauren,1.0
Latinos4Bernie,frespiritd1,1.0
NewyorkWeissman,Auntiemels,1.0
BernieSanders,FixDemocracy16,1.0
BernieTweet2016,EskelinLyn,1.0
AnaliFirst,DrdaveAnddee,1.0
amychozick,GGG_says,1.0
HillaryforIA,Ianto_back2_TW,1.0
ProjectBernie16,kemba722,1.0
relombardo3,ynellynel,1.0
TheBernReport,bluegrasshaze,1.0
FrankieRusso1,bobbyhochu,1.0
healthandcents,dry2long,1.0
larryelder,cbinflux,1.0
Ricky_Vaughn99,etphome70,1.0
BerniesHomie,Jamiesanssuchan,1.0
JamiaStarheart,politicalcomic,1.0
jbspharmd,GotBerned,1.0
ManMet80,GroveCityDem,1.0
DefendingtheUSA,jackiebullivant,1.0
JAQK_T,VictorB123,1.0
thehill,mary122514,1.0
democracynow,nbenmargi,1.0
barbetteolipha2,curtismuddog,1.0
OldSaukRiver,SteveL202,1.0
QuinnDaGhost,Ziga_Iglic,1.0
bernreport,IDreamIn4D,1.0
FairDealDaveNH,BOSSYtxmar55,1.0
UnofficialFever,StephenFitzge13,1.0
immigrant4trump,DebHiers1,1.0
lvphillies08,PoliticalMikeGB,1.0
azblonde2015,foomoto,1.0
marcylauren,DemLaura33,1.0
DailyCaller,trump2016fan,1.0
DFW4Bernie,_RyanMillz,1.0
DefendingtheUSA,estherprosser14,1.0
milkvamp,memona_cogitare,1.0
NCForBernie,GodandtheBear,1.0
BernieBus2016,ktnicoll87,1.0
CA4Bernie,BernieCrowds,1.0
BernieTweet2016,SpeakingUpSarah,1.0
iowa_caucus,dancing7blue,1.0
bloodless_coup,panderkin41,1.0
rescuetracker81,KimMoor20918476,1.0
Settle4Disney,barbour_nancy,1.0
llAdrianomegall,boushdag,1.0
ireneberns,kimscloset,1.0
lilyaniris,Lady_Bluebug,1.0
docftw33,RudolfSailor,1.0
IowaPays,graygoods,1.0
MeshelMichele,Freedom4Dummies,1.0
JaredWyand,rm55m0,1.0
NyniaChance,Arbarin,1.0
hootie0321,Dierdra03,1.0
MMFlint,WNC4Bernie,1.0
panegron,TheresaSchroe14,1.0
WorldForBernie,kimscloset,1.0
jtLOL,FuentesBeatrice,1.0
kbolten,JohnsonDeborah,1.0
ND4Bernie,Wriseup,1.0
Peruanita,Ziga_Iglic,1.0
HillaryClinton,Red_Sox_Fan777,1.0
LifeforceVibes,TLC_CN,1.0
RoniSeale,mkues65,1.0
amperg33,TracyLeeKhan,1.0
FoxNews,RepublicanMvmnt,1.0
BringMeCalliope,vihleee,1.0
renomarky,jeffgully49,1.0
BernieSanders,JulianeVega,1.0
FL4TRUMPDOTCOM,shelleybear66,1.0
SusanSarandon,Tillerdotexe,1.0
RNRMaryland,cathyspartanj,1.0
BellaDog4Bernie,stinaa1982,1.0
Britinnv,byrum_karen,1.0
YoBenCohen,jamenta,1.0
USMCLiberal,barbour_nancy,1.0
JoeRemington,freedom3556,1.0
MoveOn,NyniaChance,1.0
jfkliveswithin,thewobbleeffect,1.0
KeepPromise1,DennisMeadors,1.0
YugeMilo,CaGramps63,1.0
pilgrimseoul,Dispersi0n,1.0
kevensets,Hedge_Shot,1.0
RickSantorum,sareed59,1.0
azblonde2015,003a04f8c2054b7,1.0
Margee11,iliveamongyou,1.0
slone,serenity82108,1.0
ProjectBernie16,berniebabe2016,1.0
betsypearce,serenity82108,1.0
elisesrn1,4closureNation2,1.0
StrengthenTheUS,Virginia4USA,1.0
billjaffone,6gedo,1.0
rumfolo,4AmericaToday,1.0
Maryland4Trump,jackmann11,1.0
EricTrump,libertarianWE,1.0
Mimzy122,katz0081,1.0
FrankLuntz,madamexr,1.0
USAprogression,AxelrodGrace,1.0
BERNIEORBUST1,UaShelepova,1.0
foxandfriends,wood_brdwood68,1.0
Jordan_OHIO,MyInfoLaura1,1.0
bassomar_omy,ranzo151,1.0
TheBlazeRadio,DecisionZero,1.0
dtapelite,WWmorgan42,1.0
tony_sanky,soniahoward50,1.0
Libertea2012,IAmDannyYoo,1.0
immigrant4trump,TrumpBMA1988,1.0
KimNorvellDMR,SNOOPaLUPE,1.0
CA4Bernie,GOPforSanders,1.0
immigrant4trump,dee3620,1.0
meganspecia,spandakolis22,1.0
GRForSanders,JSithavady,1.0
BernieTweet2016,pontiph,1.0
Lrihendry,mikede14785,1.0
Bernie_Sanders_,ireneberns,1.0
MarkPontius,Bernie_Quotes,1.0
CallawayBOT,LodgeTobias,1.0
Mondiablue,womanforsanders,1.0
FrankLuntz,GrainOfSands,1.0
Teapublicanways,DrDoreenD,1.0
GeeOhPees2,cainsolo,1.0
ThePatriot143,JVER1,1.0
K_Balt_Finnerty,MalyndaNyc,1.0
SiCarswell,israfel070,1.0
bythelake2,Contumedia,1.0
realDonaldTrump,love_icydelight,1.0
DonaldJTrumpJr,Bonfiredesigns,1.0
Ricky_Vaughn99,dawngpsalm63,1.0
immigrant4trump,Lrihendry,1.0
MarkPontius,iKhurasani,1.0
People4Bernie,SuckMyLEFTJuan,1.0
LiberalLaTchr,sjtaylor1223,1.0
Youxia88,CruzinAhead,1.0
BernieSanders,PresSanders1,1.0
IAmFreedomMan,erinschmitt66,1.0
DKG3387,DaleF3,1.0
DefiningAmerica,TLC_CN,1.0
MichaelCohen212,amperg33,1.0
YugeMilo,w_turley,1.0
bernieforbernie,RaySlamb,1.0
america_trump,Diane400,1.0
slone,MayorMacDougall,1.0
steve0423,tonychrinasm,1.0
NadelParis,BTMhockye,1.0
SansaRising,LodgeTobias,1.0
BernieArtists,fromtheflipside,1.0
RushCity4Bernie,joavargas_1220,1.0
SarahLeeAnne,ParisGirl3,1.0
BerniePride,BellaDog4Bernie,1.0
jt4congress2016,OWS_ellie,1.0
immigrant4trump,marytillie,1.0
paladinette,mariluna329,1.0
CanProveIt,GlobalWeirding,1.0
BlankTheMedia,R82469734Janice,1.0
Trumptbird,Maxinerunner,1.0
BringMeCalliope,d_w_shelton,1.0
DanScavino,CelebrateTheWin,1.0
GovMikeHuckabee,85thLegislature,1.0
frazzledma25,DeePort28,1.0
WayneEdH,LEISUREGODDESS,1.0
Burgwinkle,Donna_West,1.0
jakedagel,JoshPainter2154,1.0
